feature_id,year,Drought_Days
GUIJÁ,2010,0
GUIJÁ,2011,6
GUIJÁ,2012,0
GUIJÁ,2013,0
GUIJÁ,2014,0
GUIJÁ,2015,18
GUIJÁ,2016,0
GUIJÁ,2017,24
GUIJÁ,2018,1
GUIJÁ,2019,16
GUIJÁ,2020,0
GUIJÁ,2021,35
GUIJÁ,2022,0
GUIJÁ,2023,6
GUIJÁ,2024,8
GUIJÁ,2025,0
GUINAS,2000,29
GUINAS,2001,28
GUINAS,2002,39
GUINAS,2003,2
GUINAS,2004,34
GUINAS,2005,3
GUINAS,2006,67
GUINAS,2007,11
GUINAS,2008,12
GUINAS,2009,13
GUINAS,2010,0
GUINAS,2011,0
GUINAS,2012,83
GUINAS,2013,9
GUINAS,2014,74
GUINAS,2015,15
GUINAS,2016,0
GUINAS,2017,12
GUINAS,2018,78
GUINAS,2019,0
GUINAS,2020,0
GUINAS,2021,14
GUINAS,2022,56
GUINAS,2023,63
GUINAS,2024,8
GUINAS,2025,3
GUJBA,2000,0
GUJBA,2001,0
GUJBA,2002,0
GUJBA,2003,0
GUJBA,2004,0
GUJBA,2005,0
GUJBA,2006,0
GUJBA,2007,16
GUJBA,2008,0
GUJBA,2009,0
GUJBA,2010,0
GUJBA,2011,0
GUJBA,2012,0
GUJBA,2013,0
GUJBA,2014,0
GUJBA,2015,0
GUJBA,2016,0
GUJBA,2017,0
GUJBA,2018,1
GUJBA,2019,0
GUJBA,2020,0
GUJBA,2021,0
GUJBA,2022,0
GUJBA,2023,0
GUJBA,2024,0
GUJBA,2025,0
GUJI,2000,0
GUJI,2001,0
GUJI,2002,0
GUJI,2003,0
GUJI,2004,0
GUJI,2005,0
GUJI,2006,0
GUJI,2007,0
GUJI,2008,0
GUJI,2009,0
GUJI,2010,1
GUJI,2011,0
GUJI,2012,0
GUJI,2013,0
GUJI,2014,0
GUJI,2015,0
GUJI,2016,0
GUJI,2017,0
GUJI,2018,0
GUJI,2019,0
GUJI,2020,0
GUJI,2021,1
GUJI,2022,1
GUJI,2023,0
GUJI,2024,0
GUJI,2025,1
GULANI,2000,0
GULANI,2001,0
GULANI,2002,0
GULANI,2003,0
GULANI,2004,0
GULANI,2005,0
GULANI,2006,0
GULANI,2007,27
GULANI,2008,0
GULANI,2009,0
GULANI,2010,0
GULANI,2011,0
GULANI,2012,0
GULANI,2013,0
GULANI,2014,0
GULANI,2015,0
GULANI,2016,0
GULANI,2017,0
GULANI,2018,0
GULANI,2019,0
GULANI,2020,0
GULANI,2021,0
GULANI,2022,0
GULANI,2023,0
GULANI,2024,0
GULANI,2025,0
GULU,2000,12
GULU,2001,0
GULU,2002,27
GULU,2003,0
GULU,2004,12
GULU,2005,0
GULU,2006,0
GULU,2007,7
GULU,2008,11
GULU,2009,15
GULU,2010,0
GULU,2011,0
GULU,2012,0
GULU,2013,18
GULU,2014,7
GULU,2015,0
GULU,2016,13
GULU,2017,6
GULU,2018,0
GULU,2019,0
GULU,2020,0
GULU,2021,3
GULU,2022,17
GULU,2023,8
GULU,2024,51
GULU,2025,46
GUMA,2000,17
GUMA,2001,0
GUMA,2002,14
GUMA,2003,8
GUMA,2004,7
GUMA,2005,0
GUMA,2006,8
GUMA,2007,13
GUMA,2008,0
GUMA,2009,0
GUMA,2010,0
GUMA,2011,0
GUMA,2012,0
GUMA,2013,0
GUMA,2014,0
GUMA,2015,33
GUMA,2016,0
GUMA,2017,0
GUMA,2018,4
GUMA,2019,0
GUMA,2020,0
GUMA,2021,57
GUMA,2022,7
GUMA,2023,39
GUMA,2024,53
GUMA,2025,32
GUMEL,2000,0
GUMEL,2001,0
GUMEL,2002,0
GUMEL,2003,0
GUMEL,2004,0
GUMEL,2005,2
GUMEL,2006,0
GUMEL,2007,0
GUMEL,2008,0
GUMEL,2009,0
GUMEL,2010,4
GUMEL,2011,0
GUMEL,2012,0
GUMEL,2013,0
GUMEL,2014,0
GUMEL,2015,0
GUMEL,2016,0
GUMEL,2017,0
GUMEL,2018,0
GUMEL,2019,0
GUMEL,2020,0
GUMEL,2021,0
GUMEL,2022,0
GUMEL,2023,0
GUMEL,2024,0
GUMEL,2025,0
GUMMI,2000,0
GUMMI,2001,0
GUMMI,2002,0
GUMMI,2003,0
GUMMI,2004,0
GUMMI,2005,0
GUMMI,2006,7
GUMMI,2007,0
GUMMI,2008,7
GUMMI,2009,0
GUMMI,2010,0
GUMMI,2011,6
GUMMI,2012,0
GUMMI,2013,0
GUMMI,2014,0
GUMMI,2015,6
GUMMI,2016,0
GUMMI,2017,0
GUMMI,2018,0
GUMMI,2019,0
GUMMI,2020,0
GUMMI,2021,12
GUMMI,2022,5
GUMMI,2023,0
GUMMI,2024,13
GUMMI,2025,0
GURAGE,2000,0
GURAGE,2001,0
GURAGE,2002,0
GURAGE,2003,0
GURAGE,2004,0
GURAGE,2005,0
GURAGE,2006,0
GURAGE,2007,0
GURAGE,2008,0
GURAGE,2009,0
GURAGE,2010,0
GURAGE,2011,0
GURAGE,2012,0
GURAGE,2013,0
GURAGE,2014,0
GURAGE,2015,0
GURAGE,2016,0
GURAGE,2017,0
GURAGE,2018,0
GURAGE,2019,0
GURAGE,2020,0
GURAGE,2021,0
GURAGE,2022,0
GURAGE,2023,0
GURAGE,2024,0
GURAGE,2025,0
GURARA,2000,0
GURARA,2001,0
GURARA,2002,7
GURARA,2003,5
GURARA,2004,0
GURARA,2005,0
GURARA,2006,0
GURARA,2007,13
GURARA,2008,0
GURARA,2009,0
GURARA,2010,0
GURARA,2011,0
GURARA,2012,0
GURARA,2013,0
GURARA,2014,0
GURARA,2015,37
GURARA,2016,0
GURARA,2017,0
GURARA,2018,0
GURARA,2019,0
GURARA,2020,6
GURARA,2021,33
GURARA,2022,17
GURARA,2023,0
GURARA,2024,42
GURARA,2025,15
GURO,2000,7
GURO,2001,80
GURO,2002,25
GURO,2003,20
GURO,2004,79
GURO,2005,16
GURO,2006,51
GURO,2007,45
GURO,2008,0
GURO,2009,30
GURO,2010,21
GURO,2011,4
GURO,2012,0
GURO,2013,4
GURO,2014,0
GURO,2015,71
GURO,2016,0
GURO,2017,25
GURO,2018,3
GURO,2019,39
GURO,2020,33
GURO,2021,4
GURO,2022,0
GURO,2023,90
GURO,2024,0
GURO,2025,10
GURUE,2000,2
GURUE,2001,11
GURUE,2002,12
GURUE,2003,18
GURUE,2004,75
GURUE,2005,6
GURUE,2006,7
GURUE,2007,43
GURUE,2008,0
GURUE,2009,50
GURUE,2010,9
GURUE,2011,12
GURUE,2012,15
GURUE,2013,13
GURUE,2014,34
GURUE,2015,43
GURUE,2016,9
GURUE,2017,30
GURUE,2018,28
GURUE,2019,54
GURUE,2020,0
GURUE,2021,23
GURUE,2022,0
GURUE,2023,58
GURUE,2024,26
GURUE,2025,10
GURUVE,2000,0
GURUVE,2001,22
GURUVE,2002,12
GURUVE,2003,21
GURUVE,2004,74
GURUVE,2005,0
GURUVE,2006,0
GURUVE,2007,19
GURUVE,2008,0
GURUVE,2009,6
GURUVE,2010,4
GURUVE,2011,7
GURUVE,2012,38
GURUVE,2013,0
GURUVE,2014,6
GURUVE,2015,26
GURUVE,2016,0
GURUVE,2017,28
GURUVE,2018,58
GURUVE,2019,87
GURUVE,2020,19
GURUVE,2021,2
GURUVE,2022,30
GURUVE,2023,86
GURUVE,2024,9
GURUVE,2025,9
GUSAU,2000,1
GUSAU,2001,0
GUSAU,2002,1
GUSAU,2003,0
GUSAU,2004,0
GUSAU,2005,0
GUSAU,2006,4
GUSAU,2007,0
GUSAU,2008,0
GUSAU,2009,0
GUSAU,2010,0
GUSAU,2011,12
GUSAU,2012,0
GUSAU,2013,0
GUSAU,2014,0
GUSAU,2015,27
GUSAU,2016,0
GUSAU,2017,0
GUSAU,2018,7
GUSAU,2019,0
GUSAU,2020,0
GUSAU,2021,18
GUSAU,2022,8
GUSAU,2023,7
GUSAU,2024,20
GUSAU,2025,2
GUSHEGU,2000,0
GUSHEGU,2001,0
GUSHEGU,2002,0
GUSHEGU,2003,0
GUSHEGU,2004,4
GUSHEGU,2005,0
GUSHEGU,2006,0
GUSHEGU,2007,0
GUSHEGU,2008,0
GUSHEGU,2009,0
GUSHEGU,2010,0
GUSHEGU,2011,0
GUSHEGU,2012,0
GUSHEGU,2013,0
GUSHEGU,2014,3
GUSHEGU,2015,4
GUSHEGU,2016,0
GUSHEGU,2017,0
GUSHEGU,2018,0
GUSHEGU,2019,0
GUSHEGU,2020,1
GUSHEGU,2021,0
GUSHEGU,2022,0
GUSHEGU,2023,0
GUSHEGU,2024,0
GUSHEGU,2025,4
GUTU,2000,0
GUTU,2001,20
GUTU,2002,76
GUTU,2003,19
GUTU,2004,26
GUTU,2005,110
GUTU,2006,0
GUTU,2007,50
GUTU,2008,74
GUTU,2009,0
GUTU,2010,28
GUTU,2011,33
GUTU,2012,49
GUTU,2013,14
GUTU,2014,0
GUTU,2015,18
GUTU,2016,45
GUTU,2017,0
GUTU,2018,18
GUTU,2019,29
GUTU,2020,73
GUTU,2021,0
GUTU,2022,19
GUTU,2023,8
GUTU,2024,113
GUTU,2025,0
GUYUK,2000,0
GUYUK,2001,0
GUYUK,2002,0
GUYUK,2003,0
GUYUK,2004,0
GUYUK,2005,0
GUYUK,2006,0
GUYUK,2007,0
GUYUK,2008,0
GUYUK,2009,0
GUYUK,2010,0
GUYUK,2011,0
GUYUK,2012,0
GUYUK,2013,0
GUYUK,2014,0
GUYUK,2015,1
GUYUK,2016,0
GUYUK,2017,0
GUYUK,2018,0
GUYUK,2019,0
GUYUK,2020,2
GUYUK,2021,1
GUYUK,2022,0
GUYUK,2023,0
GUYUK,2024,0
GUYUK,2025,0
GWAGWALADA,2000,0
GWAGWALADA,2001,0
GWAGWALADA,2002,4
GWAGWALADA,2003,5
GWAGWALADA,2004,0
GWAGWALADA,2005,0
GWAGWALADA,2006,0
GWAGWALADA,2007,13
GWAGWALADA,2008,0
GWAGWALADA,2009,2
GWAGWALADA,2010,0
GWAGWALADA,2011,0
GWAGWALADA,2012,0
GWAGWALADA,2013,0
GWAGWALADA,2014,0
GWAGWALADA,2015,36
GWAGWALADA,2016,0
GWAGWALADA,2017,0
GWAGWALADA,2018,0
GWAGWALADA,2019,0
GWAGWALADA,2020,3
GWAGWALADA,2021,42
GWAGWALADA,2022,23
GWAGWALADA,2023,0
GWAGWALADA,2024,41
GWAGWALADA,2025,21
GWANDA,2000,0
GWANDA,2001,33
GWANDA,2002,84
GWANDA,2003,29
GWANDA,2004,11
GWANDA,2005,69
GWANDA,2006,0
GWANDA,2007,24
GWANDA,2008,35
GWANDA,2009,0
GWANDA,2010,18
GWANDA,2011,55
GWANDA,2012,62
GWANDA,2013,54
GWANDA,2014,0
GWANDA,2015,49
GWANDA,2016,33
GWANDA,2017,0
GWANDA,2018,24
GWANDA,2019,34
GWANDA,2020,34
GWANDA,2021,0
GWANDA,2022,19
GWANDA,2023,20
GWANDA,2024,78
GWANDA,2025,0
GWANDU,2000,0
GWANDU,2001,0
GWANDU,2002,0
GWANDU,2003,0
GWANDU,2004,0
GWANDU,2005,0
GWANDU,2006,5
GWANDU,2007,0
GWANDU,2008,3
GWANDU,2009,0
GWANDU,2010,0
GWANDU,2011,1
GWANDU,2012,0
GWANDU,2013,0
GWANDU,2014,0
GWANDU,2015,11
GWANDU,2016,0
GWANDU,2017,0
GWANDU,2018,0
GWANDU,2019,0
GWANDU,2020,0
GWANDU,2021,1
GWANDU,2022,0
GWANDU,2023,10
GWANDU,2024,7
GWANDU,2025,6
GWARAM,2000,0
GWARAM,2001,0
GWARAM,2002,11
GWARAM,2003,0
GWARAM,2004,0
GWARAM,2005,0
GWARAM,2006,3
GWARAM,2007,1
GWARAM,2008,3
GWARAM,2009,0
GWARAM,2010,1
GWARAM,2011,0
GWARAM,2012,0
GWARAM,2013,0
GWARAM,2014,1
GWARAM,2015,11
GWARAM,2016,0
GWARAM,2017,0
GWARAM,2018,0
GWARAM,2019,0
GWARAM,2020,5
GWARAM,2021,3
GWARAM,2022,4
GWARAM,2023,3
GWARAM,2024,13
GWARAM,2025,6
GWARZO,2000,0
GWARZO,2001,0
GWARZO,2002,0
GWARZO,2003,0
GWARZO,2004,0
GWARZO,2005,0
GWARZO,2006,2
GWARZO,2007,0
GWARZO,2008,8
GWARZO,2009,3
GWARZO,2010,0
GWARZO,2011,0
GWARZO,2012,0
GWARZO,2013,0
GWARZO,2014,0
GWARZO,2015,13
GWARZO,2016,0
GWARZO,2017,0
GWARZO,2018,0
GWARZO,2019,0
GWARZO,2020,0
GWARZO,2021,10
GWARZO,2022,5
GWARZO,2023,3
GWARZO,2024,12
GWARZO,2025,7
GWEMBE,2000,4
GWEMBE,2001,68
GWEMBE,2002,32
GWEMBE,2003,9
GWEMBE,2004,26
GWEMBE,2005,0
GWEMBE,2006,2
GWEMBE,2007,10
GWEMBE,2008,0
GWEMBE,2009,2
GWEMBE,2010,0
GWEMBE,2011,0
GWEMBE,2012,2
GWEMBE,2013,0
GWEMBE,2014,6
GWEMBE,2015,25
GWEMBE,2016,0
GWEMBE,2017,17
GWEMBE,2018,63
GWEMBE,2019,21
GWEMBE,2020,12
GWEMBE,2021,14
GWEMBE,2022,37
GWEMBE,2023,73
GWEMBE,2024,20
GWEMBE,2025,2
GWER EAST,2000,26
GWER EAST,2001,0
GWER EAST,2002,19
GWER EAST,2003,3
GWER EAST,2004,9
GWER EAST,2005,0
GWER EAST,2006,12
GWER EAST,2007,21
GWER EAST,2008,0
GWER EAST,2009,0
GWER EAST,2010,6
GWER EAST,2011,0
GWER EAST,2012,0
GWER EAST,2013,0
GWER EAST,2014,0
GWER EAST,2015,32
GWER EAST,2016,0
GWER EAST,2017,0
GWER EAST,2018,0
GWER EAST,2019,0
GWER EAST,2020,1
GWER EAST,2021,67
GWER EAST,2022,10
GWER EAST,2023,40
GWER EAST,2024,43
GWER EAST,2025,30
GWER WEST,2000,13
GWER WEST,2001,0
GWER WEST,2002,20
GWER WEST,2003,1
GWER WEST,2004,5
GWER WEST,2005,0
GWER WEST,2006,5
GWER WEST,2007,5
GWER WEST,2008,0
GWER WEST,2009,5
GWER WEST,2010,0
GWER WEST,2011,0
GWER WEST,2012,0
GWER WEST,2013,0
GWER WEST,2014,0
GWER WEST,2015,37
GWER WEST,2016,0
GWER WEST,2017,7
GWER WEST,2018,4
GWER WEST,2019,0
GWER WEST,2020,6
GWER WEST,2021,57
GWER WEST,2022,16
GWER WEST,2023,38
GWER WEST,2024,51
GWER WEST,2025,39
GWERU,2000,0
GWERU,2001,26
GWERU,2002,87
GWERU,2003,25
GWERU,2004,9
GWERU,2005,58
GWERU,2006,0
GWERU,2007,26
GWERU,2008,64
GWERU,2009,0
GWERU,2010,14
GWERU,2011,8
GWERU,2012,0
GWERU,2013,74
GWERU,2014,0
GWERU,2015,20
GWERU,2016,36
GWERU,2017,0
GWERU,2018,18
GWERU,2019,31
GWERU,2020,79
GWERU,2021,0
GWERU,2022,15
GWERU,2023,0
GWERU,2024,115
GWERU,2025,1
GWIWA,2000,0
GWIWA,2001,0
GWIWA,2002,0
GWIWA,2003,0
GWIWA,2004,0
GWIWA,2005,0
GWIWA,2006,1
GWIWA,2007,0
GWIWA,2008,0
GWIWA,2009,0
GWIWA,2010,0
GWIWA,2011,0
GWIWA,2012,0
GWIWA,2013,0
GWIWA,2014,0
GWIWA,2015,0
GWIWA,2016,0
GWIWA,2017,0
GWIWA,2018,0
GWIWA,2019,0
GWIWA,2020,0
GWIWA,2021,1
GWIWA,2022,0
GWIWA,2023,1
GWIWA,2024,0
GWIWA,2025,0
GWOZA,2000,0
GWOZA,2001,0
GWOZA,2002,0
GWOZA,2003,0
GWOZA,2004,0
GWOZA,2005,0
GWOZA,2006,2
GWOZA,2007,6
GWOZA,2008,0
GWOZA,2009,0
GWOZA,2010,0
GWOZA,2011,0
GWOZA,2012,0
GWOZA,2013,0
GWOZA,2014,0
GWOZA,2015,5
GWOZA,2016,0
GWOZA,2017,0
GWOZA,2018,0
GWOZA,2019,0
GWOZA,2020,2
GWOZA,2021,0
GWOZA,2022,0
GWOZA,2023,0
GWOZA,2024,0
GWOZA,2025,0
GÔH,2000,20
GÔH,2001,7
GÔH,2002,1
GÔH,2003,11
GÔH,2004,23
GÔH,2005,7
GÔH,2006,12
GÔH,2007,0
GÔH,2008,5
GÔH,2009,2
GÔH,2010,2
GÔH,2011,11
GÔH,2012,3
GÔH,2013,12
GÔH,2014,0
GÔH,2015,5
GÔH,2016,27
GÔH,2017,4
GÔH,2018,0
GÔH,2019,0
GÔH,2020,21
GÔH,2021,36
GÔH,2022,11
GÔH,2023,13
GÔH,2024,47
GÔH,2025,71
HADIYA,2000,0
HADIYA,2001,0
HADIYA,2002,0
HADIYA,2003,0
HADIYA,2004,0
HADIYA,2005,0
HADIYA,2006,0
HADIYA,2007,0
HADIYA,2008,0
HADIYA,2009,0
HADIYA,2010,0
HADIYA,2011,0
HADIYA,2012,0
HADIYA,2013,0
HADIYA,2014,0
HADIYA,2015,0
HADIYA,2016,0
HADIYA,2017,0
HADIYA,2018,0
HADIYA,2019,0
HADIYA,2020,0
HADIYA,2021,0
HADIYA,2022,0
HADIYA,2023,0
HADIYA,2024,0
HADIYA,2025,0
HAHO,2000,25
HAHO,2001,0
HAHO,2002,0
HAHO,2003,0
HAHO,2004,0
HAHO,2005,6
HAHO,2006,11
HAHO,2007,19
HAHO,2008,7
HAHO,2009,4
HAHO,2010,9
HAHO,2011,2
HAHO,2012,0
HAHO,2013,14
HAHO,2014,0
HAHO,2015,20
HAHO,2016,0
HAHO,2017,0
HAHO,2018,0
HAHO,2019,0
HAHO,2020,5
HAHO,2021,79
HAHO,2022,14
HAHO,2023,4
HAHO,2024,68
HAHO,2025,36
HAMBOL,2000,0
HAMBOL,2001,0
HAMBOL,2002,0
HAMBOL,2003,5
HAMBOL,2004,34
HAMBOL,2005,0
HAMBOL,2006,10
HAMBOL,2007,4
HAMBOL,2008,10
HAMBOL,2009,0
HAMBOL,2010,4
HAMBOL,2011,0
HAMBOL,2012,0
HAMBOL,2013,14
HAMBOL,2014,0
HAMBOL,2015,33
HAMBOL,2016,15
HAMBOL,2017,0
HAMBOL,2018,0
HAMBOL,2019,0
HAMBOL,2020,7
HAMBOL,2021,33
HAMBOL,2022,11
HAMBOL,2023,23
HAMBOL,2024,78
HAMBOL,2025,42
HAMISI,2000,1
HAMISI,2001,1
HAMISI,2002,20
HAMISI,2003,1
HAMISI,2004,1
HAMISI,2005,2
HAMISI,2006,0
HAMISI,2007,11
HAMISI,2008,1
HAMISI,2009,12
HAMISI,2010,0
HAMISI,2011,0
HAMISI,2012,0
HAMISI,2013,2
HAMISI,2014,1
HAMISI,2015,0
HAMISI,2016,9
HAMISI,2017,15
HAMISI,2018,0
HAMISI,2019,0
HAMISI,2020,0
HAMISI,2021,12
HAMISI,2022,6
HAMISI,2023,5
HAMISI,2024,23
HAMISI,2025,0
HANANG,2000,0
HANANG,2001,11
HANANG,2002,50
HANANG,2003,16
HANANG,2004,50
HANANG,2005,39
HANANG,2006,48
HANANG,2007,22
HANANG,2008,112
HANANG,2009,5
HANANG,2010,44
HANANG,2011,26
HANANG,2012,0
HANANG,2013,0
HANANG,2014,38
HANANG,2015,3
HANANG,2016,75
HANANG,2017,18
HANANG,2018,43
HANANG,2019,0
HANANG,2020,0
HANANG,2021,44
HANANG,2022,11
HANANG,2023,0
HANANG,2024,15
HANANG,2025,6
HANDENI,2000,0
HANDENI,2001,1
HANDENI,2002,23
HANDENI,2003,54
HANDENI,2004,55
HANDENI,2005,6
HANDENI,2006,0
HANDENI,2007,0
HANDENI,2008,0
HANDENI,2009,61
HANDENI,2010,0
HANDENI,2011,4
HANDENI,2012,20
HANDENI,2013,0
HANDENI,2014,0
HANDENI,2015,0
HANDENI,2016,49
HANDENI,2017,0
HANDENI,2018,0
HANDENI,2019,14
HANDENI,2020,0
HANDENI,2021,46
HANDENI,2022,78
HANDENI,2023,3
HANDENI,2024,17
HANDENI,2025,0
HAUT-SASSANDRA,2000,10
HAUT-SASSANDRA,2001,7
HAUT-SASSANDRA,2002,0
HAUT-SASSANDRA,2003,3
HAUT-SASSANDRA,2004,17
HAUT-SASSANDRA,2005,0
HAUT-SASSANDRA,2006,12
HAUT-SASSANDRA,2007,0
HAUT-SASSANDRA,2008,0
HAUT-SASSANDRA,2009,15
HAUT-SASSANDRA,2010,0
HAUT-SASSANDRA,2011,1
HAUT-SASSANDRA,2012,0
HAUT-SASSANDRA,2013,4
HAUT-SASSANDRA,2014,2
HAUT-SASSANDRA,2015,13
HAUT-SASSANDRA,2016,2
HAUT-SASSANDRA,2017,5
HAUT-SASSANDRA,2018,0
HAUT-SASSANDRA,2019,0
HAUT-SASSANDRA,2020,17
HAUT-SASSANDRA,2021,39
HAUT-SASSANDRA,2022,0
HAUT-SASSANDRA,2023,15
HAUT-SASSANDRA,2024,68
HAUT-SASSANDRA,2025,77
HAUTE MATSIATRA,2000,2
HAUTE MATSIATRA,2001,17
HAUTE MATSIATRA,2002,6
HAUTE MATSIATRA,2003,0
HAUTE MATSIATRA,2004,10
HAUTE MATSIATRA,2005,64
HAUTE MATSIATRA,2006,12
HAUTE MATSIATRA,2007,5
HAUTE MATSIATRA,2008,14
HAUTE MATSIATRA,2009,28
HAUTE MATSIATRA,2010,17
HAUTE MATSIATRA,2011,4
HAUTE MATSIATRA,2012,30
HAUTE MATSIATRA,2013,39
HAUTE MATSIATRA,2014,0
HAUTE MATSIATRA,2015,13
HAUTE MATSIATRA,2016,18
HAUTE MATSIATRA,2017,13
HAUTE MATSIATRA,2018,10
HAUTE MATSIATRA,2019,52
HAUTE MATSIATRA,2020,13
HAUTE MATSIATRA,2021,13
HAUTE MATSIATRA,2022,0
HAUTE MATSIATRA,2023,5
HAUTE MATSIATRA,2024,16
HAUTE MATSIATRA,2025,33
HAUTE SANAGA,2000,0
HAUTE SANAGA,2001,0
HAUTE SANAGA,2002,0
HAUTE SANAGA,2003,10
HAUTE SANAGA,2004,0
HAUTE SANAGA,2005,23
HAUTE SANAGA,2006,18
HAUTE SANAGA,2007,5
HAUTE SANAGA,2008,0
HAUTE SANAGA,2009,0
HAUTE SANAGA,2010,19
HAUTE SANAGA,2011,2
HAUTE SANAGA,2012,0
HAUTE SANAGA,2013,0
HAUTE SANAGA,2014,0
HAUTE SANAGA,2015,19
HAUTE SANAGA,2016,0
HAUTE SANAGA,2017,0
HAUTE SANAGA,2018,12
HAUTE SANAGA,2019,0
HAUTE SANAGA,2020,27
HAUTE SANAGA,2021,0
HAUTE SANAGA,2022,2
HAUTE SANAGA,2023,30
HAUTE SANAGA,2024,55
HAUTE SANAGA,2025,19
HAWSH 'ISA,2000,0
HAWSH 'ISA,2001,19
HAWSH 'ISA,2002,0
HAWSH 'ISA,2003,0
HAWSH 'ISA,2004,0
HAWSH 'ISA,2005,0
HAWSH 'ISA,2006,0
HAWSH 'ISA,2007,0
HAWSH 'ISA,2008,0
HAWSH 'ISA,2009,19
HAWSH 'ISA,2010,19
HAWSH 'ISA,2011,16
HAWSH 'ISA,2012,0
HAWSH 'ISA,2013,0
HAWSH 'ISA,2014,0
HAWSH 'ISA,2015,19
HAWSH 'ISA,2016,0
HAWSH 'ISA,2017,0
HAWSH 'ISA,2018,0
HAWSH 'ISA,2019,0
HAWSH 'ISA,2020,0
HAWSH 'ISA,2021,0
HAWSH 'ISA,2022,0
HAWSH 'ISA,2023,0
HAWSH 'ISA,2024,0
HAWSH 'ISA,2025,19
HIHYA,2000,0
HIHYA,2001,0
HIHYA,2002,0
HIHYA,2003,0
HIHYA,2004,0
HIHYA,2005,0
HIHYA,2006,19
HIHYA,2007,0
HIHYA,2008,0
HIHYA,2009,19
HIHYA,2010,19
HIHYA,2011,0
HIHYA,2012,0
HIHYA,2013,0
HIHYA,2014,0
HIHYA,2015,19
HIHYA,2016,0
HIHYA,2017,0
HIHYA,2018,0
HIHYA,2019,0
HIHYA,2020,0
HIHYA,2021,0
HIHYA,2022,0
HIHYA,2023,0
HIHYA,2024,0
HIHYA,2025,19
HLANE,2000,6
HLANE,2001,27
HLANE,2002,49
HLANE,2003,20
HLANE,2004,21
HLANE,2005,0
HLANE,2006,62
HLANE,2007,13
HLANE,2008,1
HLANE,2009,2
HLANE,2010,22
HLANE,2011,39
HLANE,2012,0
HLANE,2013,0
HLANE,2014,19
HLANE,2015,68
HLANE,2016,0
HLANE,2017,34
HLANE,2018,6
HLANE,2019,9
HLANE,2020,0
HLANE,2021,23
HLANE,2022,14
HLANE,2023,37
HLANE,2024,0
HLANE,2025,0
HO WEST,2000,36
HO WEST,2001,0
HO WEST,2002,0
HO WEST,2003,4
HO WEST,2004,12
HO WEST,2005,6
HO WEST,2006,14
HO WEST,2007,36
HO WEST,2008,17
HO WEST,2009,7
HO WEST,2010,0
HO WEST,2011,2
HO WEST,2012,0
HO WEST,2013,10
HO WEST,2014,0
HO WEST,2015,11
HO WEST,2016,0
HO WEST,2017,0
HO WEST,2018,0
HO WEST,2019,1
HO WEST,2020,11
HO WEST,2021,70
HO WEST,2022,9
HO WEST,2023,4
HO WEST,2024,31
HO WEST,2025,39
HONG,2000,0
HONG,2001,0
HONG,2002,0
HONG,2003,0
HONG,2004,0
HONG,2005,0
HONG,2006,6
HONG,2007,15
HONG,2008,0
HONG,2009,0
HONG,2010,0
HONG,2011,0
HONG,2012,0
HONG,2013,0
HONG,2014,0
HONG,2015,7
HONG,2016,0
HONG,2017,0
HONG,2018,0
HONG,2019,0
HONG,2020,8
HONG,2021,0
HONG,2022,1
HONG,2023,0
HONG,2024,1
HONG,2025,7
HORO GUDURU,2000,0
HORO GUDURU,2001,0
HORO GUDURU,2002,0
HORO GUDURU,2003,0
HORO GUDURU,2004,0
HORO GUDURU,2005,0
HORO GUDURU,2006,0
HORO GUDURU,2007,1
HORO GUDURU,2008,0
HORO GUDURU,2009,0
HORO GUDURU,2010,0
HORO GUDURU,2011,0
HORO GUDURU,2012,0
HORO GUDURU,2013,0
HORO GUDURU,2014,0
HORO GUDURU,2015,0
HORO GUDURU,2016,1
HORO GUDURU,2017,0
HORO GUDURU,2018,0
HORO GUDURU,2019,0
HORO GUDURU,2020,1
HORO GUDURU,2021,1
HORO GUDURU,2022,0
HORO GUDURU,2023,0
HORO GUDURU,2024,0
HORO GUDURU,2025,0
HOSEA,2000,0
HOSEA,2001,11
HOSEA,2002,46
HOSEA,2003,8
HOSEA,2004,28
HOSEA,2005,0
HOSEA,2006,60
HOSEA,2007,32
HOSEA,2008,11
HOSEA,2009,0
HOSEA,2010,36
HOSEA,2011,30
HOSEA,2012,0
HOSEA,2013,12
HOSEA,2014,11
HOSEA,2015,49
HOSEA,2016,15
HOSEA,2017,13
HOSEA,2018,3
HOSEA,2019,23
HOSEA,2020,0
HOSEA,2021,16
HOSEA,2022,11
HOSEA,2023,36
HOSEA,2024,0
HOSEA,2025,17
HOUET,2000,0
HOUET,2001,0
HOUET,2002,0
HOUET,2003,0
HOUET,2004,7
HOUET,2005,0
HOUET,2006,0
HOUET,2007,4
HOUET,2008,0
HOUET,2009,0
HOUET,2010,0
HOUET,2011,0
HOUET,2012,0
HOUET,2013,0
HOUET,2014,7
HOUET,2015,0
HOUET,2016,0
HOUET,2017,0
HOUET,2018,0
HOUET,2019,0
HOUET,2020,0
HOUET,2021,0
HOUET,2022,0
HOUET,2023,0
HOUET,2024,0
HOUET,2025,1
HUAMBO,2000,1
HUAMBO,2001,3
HUAMBO,2002,0
HUAMBO,2003,0
HUAMBO,2004,35
HUAMBO,2005,29
HUAMBO,2006,0
HUAMBO,2007,8
HUAMBO,2008,33
HUAMBO,2009,6
HUAMBO,2010,6
HUAMBO,2011,92
